Date,bitcoin_return,ethereum_return,solana_return,cardano_return,ripple_return
2020-04-11,-0.0009336774645052337,-0.0012399681825301379,-0.183201995382563,0.004184796823358816,0.003195263525380909
2020-04-12,0.016329994685138294,0.01849627417518529,0.13605233233534308,0.013551617732534105,0.011017619157868808
2020-04-13,-0.018082418492216368,-0.030177461003746964,-0.11861101548553488,-0.020676760705471198,-0.012638419704972148
2020-04-14,-0.0003812781513637953,0.008426140484949274,-0.14901284343772403,-0.0040172866425500775,-0.012768205944827749
2020-04-15,-0.029275847531044064,-0.02734513160377705,-0.023075103426223542,-0.0336932353344237,-0.021933213755267134
2020-04-16,0.07146740203164859,0.12310565300359055,0.0682979746343535,0.07987317902075719,0.04873387399603968
2020-04-17,-0.002897315751431484,-0.003013514905287895,-0.04355430113747505,0.0047954127219618226,0.000515533291638226
2020-04-18,0.02275595669052466,0.08899759665861406,0.030826664366898626,0.05727010234985408,0.02483148232875587
2020-04-19,-0.009402505352301915,-0.02835015946648367,-0.10883490221971936,-0.02016251124502033,-0.02085925635998853
2020-04-20,-0.04276646838190479,-0.05130521634525309,-0.11229077161024226,-0.04576159805555979,-0.03860971425551074
2020-04-21,-0.00023761461322069355,0.0025568412529346496,0.09065689207628735,0.015302607201689744,0.004567069236519394
2020-04-22,0.034429236680519004,0.05709163292415953,0.1768746446242231,0.053573541205254926,0.01975821749366591
2020-04-23,0.043910071328696176,0.013302836854422573,-0.09274705749883716,0.1106704360787516,0.019902091672147737
2020-04-24,0.016309658285092787,0.022743865494742277,0.010813450616710574,0.031104544643022702,0.010192447137916893
2020-04-25,0.002520911948821203,0.0331772757444222,0.01432737999861855,0.012897665029252048,0.007172162523877423
2020-04-26,0.014522071498782596,0.009217850433584918,-0.01216026283044902,0.08184772217318081,0.008977030450764367
2020-04-27,0.015069777105927384,-0.00047040529712094603,-0.09934439258748406,0.015737096597391087,0.005960237322220285
2020-04-28,0.001469741643032707,0.006037143067803674,0.15535527156689266,0.012746454435202503,0.08842390595449579
2020-04-29,0.1273180520232342,0.09350505112105334,0.12785101223507955,0.0953491215552904,0.05544729416994221
2020-04-30,-0.01618949646720247,-0.04316844161041067,-0.07346753435334552,-0.07445593791235727,-0.06450718460550531
2020-05-01,0.023816089558295506,0.03187372256679111,0.05462595517556745,0.07135387586762332,0.030489596375552708
2020-05-02,0.013968791699848548,0.005164233538947682,-0.017725167647626994,-0.004799054883789622,0.02128183916195514
2020-05-03,-0.010138170944239966,-0.020398093365129433,-0.05076439547505718,-0.04087113988745117,-0.020097009213120187
2020-05-04,0.0017067266322232655,-0.013080637151445917,-0.017723816202594445,0.01502176214025619,-0.0020554684452384064
2020-05-05,0.010144678859214995,-0.006723281251511781,-0.03843350277948909,-0.006161386146486203,-0.011417443347984335
2020-05-06,0.029511199738283755,-0.013147723734789785,-0.029996736699170246,0.008286389829243346,-0.005788490151781067
2020-05-07,0.07366214135771076,0.04034988409481799,-0.015429249687847868,0.026905374090881118,0.017224996865154774
2020-05-08,-0.010938284289408906,0.00330757754176636,-0.013142372509544864,0.023421963453870376,0.0041568221020495955
2020-05-09,-0.025274608612654736,-0.006532882629624592,-0.0006529767195619929,-0.010840684958240643,-0.0133058890996276
2020-05-10,-0.0872915214038874,-0.10869825445616221,-0.1116460007020118,-0.07845604087680846,-0.08633394767136982
2020-05-11,-0.017659566044374797,-0.014245641667949727,-0.04052071407840341,0.009040023372042238,-0.02074918458519004
2020-05-12,0.023562712138033515,0.018286301098228597,0.04522463442379432,0.048079304977979964,0.018411453524286747
2020-05-13,0.05287193516704303,0.05219297764835762,0.02219923712394878,0.020844514400820913,0.019444711474120746
2020-05-14,0.05002535168149658,0.018855121721672363,0.033760144922358126,-0.011307159126027422,0.008184396913444969
2020-05-15,-0.04166180495059313,-0.03609984668213273,-0.016457105704353547,-0.008390651124248527,-0.0207651163943956
